0,1,2
FC1,-0.028026700256347657,MA
FC2,-0.08669116723632812,MA
FC3,-0.09521448901367187,MA
FC4,-0.021791602294921875,MA
FC5,0.1090225,MA
FC6,0.0707535184326172,MA
FC7,-0.3881243807373047,MA
FC8,0.17434794299316406,MA
FC9,0.019640708740234374,MA
FC10,-0.02888253399658203,MA
FC11,-0.08585892651367187,MA
FC12,-0.0960173182373047,MA
FC13,-0.0172694775390625,MA
FC14,0.10468334130859375,MA
FC15,0.07136044567871094,MA
FC16,-0.38650031274414065,MA
FC17,0.17393581762695312,MA
FC18,0.020636025634765624,MA
