0,1,2
FC1,0.024279566833496094,MA
FC2,-0.10350924780273438,MA
FC3,-0.09830789672851563,MA
FC4,-0.030313062255859374,MA
FC5,0.09155563134765625,MA
FC6,0.10605624499511719,MA
FC7,-0.21158366394042968,MA
FC8,-0.10400420446777343,MA
FC9,0.1043017568359375,MA
FC10,0.025618384460449218,MA
FC11,-0.10320215258789063,MA
FC12,-0.09981047296142578,MA
FC13,-0.026103779052734376,MA
FC14,0.08923972216796874,MA
FC15,0.10708919494628906,MA
FC16,-0.21160527661132814,MA
FC17,-0.10388910864257812,MA
FC18,0.1045101923828125,MA
