0,1,2
FC1,0.011831173034667969,MA
FC2,-0.050419927734375,MA
FC3,-0.047888750732421874,MA
FC4,-0.014779343994140624,MA
FC5,0.044612884521484375,MA
FC6,0.05164830285644531,MA
FC7,-0.10308034509277343,MA
FC8,-0.05066368884277344,MA
FC9,0.050836018188476564,MA
FC10,0.012469147644042968,MA
FC11,-0.050268861328125,MA
FC12,-0.048640539489746094,MA
FC13,-0.01271274658203125,MA
FC14,0.043492726318359376,MA
FC15,0.0521479443359375,MA
FC16,-0.10310460229492187,MA
FC17,-0.050592493896484375,MA
FC18,0.050912328247070315,MA
