0,1,2
FC1,0.014009242614746094,MA
FC2,-0.059735080078125,MA
FC3,-0.05670002319335937,MA
FC4,-0.017496140747070312,MA
FC5,0.052831303955078124,MA
FC6,0.06117313073730469,MA
FC7,-0.12208973718261719,MA
FC8,-0.05997981677246094,MA
FC9,0.06016808081054688,MA
FC10,0.01477861932373047,MA
FC11,-0.05955907763671875,MA
FC12,-0.057565960693359376,MA
FC13,-0.015063025146484376,MA
FC14,0.05148100317382812,MA
FC15,0.061775643676757815,MA
FC16,-0.12207850122070313,MA
FC17,-0.05993546606445312,MA
FC18,0.060294797607421874,MA
