0,1,2
FC1,0.020549527282714843,MA
FC2,-0.08758036352539063,MA
FC3,-0.08318698999023437,MA
FC4,-0.025655694580078124,MA
FC5,0.07747198876953125,MA
FC6,0.0897337147216797,MA
FC7,-0.1790328572998047,MA
FC8,-0.08800387341308594,MA
FC9,0.088252263671875,MA
FC10,0.021678637878417967,MA
FC11,-0.08733602612304688,MA
FC12,-0.08445241729736327,MA
FC13,-0.0220960048828125,MA
FC14,0.0755180888671875,MA
FC15,0.09060814294433593,MA
FC16,-0.17905632250976564,MA
FC17,-0.08790076879882812,MA
FC18,0.08841933935546875,MA
