0,1,2
FC1,0.004359958679199219,MA
FC2,-0.018591247131347657,MA
FC3,-0.017643819946289063,MA
FC4,-0.005451001220703125,MA
FC5,0.016432669555664064,MA
FC6,0.019028742462158202,MA
FC7,-0.03799731848144531,MA
FC8,-0.01864027575683594,MA
FC9,0.018696117065429688,MA
FC10,0.004602194641113281,MA
FC11,-0.018520964233398437,MA
FC12,-0.01792395657348633,MA
FC13,-0.004690748657226563,MA
FC14,0.01601335107421875,MA
FC15,0.01921538781738281,MA
FC16,-0.0380040107421875,MA
FC17,-0.018618419189453124,MA
FC18,0.018735835876464844,MA
