0,1,2
FC1,0.01581157928466797,MA
FC2,-0.10354491674804688,MA
FC3,-0.09725661010742187,MA
FC4,-0.028079400390625,MA
FC5,0.0888639091796875,MA
FC6,0.1094416834716797,MA
FC7,-0.11161057312011718,MA
FC8,-0.17015428161621093,MA
FC9,0.11198998828125,MA
FC10,0.017366359069824217,MA
FC11,-0.10342275219726563,MA
FC12,-0.09846292260742187,MA
FC13,-0.024400810302734374,MA
FC14,0.08719349755859375,MA
FC15,0.11032065466308594,MA
FC16,-0.11258850708007813,MA
FC17,-0.16991449340820314,MA
FC18,0.11213661108398437,MA
