0,1,2
FC1,0.028601019470214845,MA
FC2,-0.23823873071289062,MA
FC3,-0.22624481713867187,MA
FC4,-0.06424160302734375,MA
FC5,0.210515072265625,MA
FC6,0.24826217004394532,MA
FC7,-0.3048820809326172,MA
FC8,-0.33764057067871095,MA
FC9,0.24480989501953124,MA
FC10,0.03191131561279297,MA
FC11,-0.23785706127929687,MA
FC12,-0.2290076047363281,MA
FC13,-0.05558643627929687,MA
FC14,0.20624487451171875,MA
FC15,0.2503115965576172,MA
FC16,-0.30660778051757814,MA
FC17,-0.3370575012207031,MA
FC18,0.24525788159179687,MA
