0,1,2
FC1,0.014322581970214843,MA
FC2,-0.06106011596679688,MA
FC3,-0.05797199731445313,MA
FC4,-0.017875609375,MA
FC5,0.053995385009765626,MA
FC6,0.0625363310546875,MA
FC7,-0.12479573034667969,MA
FC8,-0.06131655017089844,MA
FC9,0.06150707238769531,MA
FC10,0.015106207458496093,MA
FC11,-0.060862994873046874,MA
FC12,-0.05885838821411133,MA
FC13,-0.015401274658203125,MA
FC14,0.05262808374023437,MA
FC15,0.06315739282226562,MA
FC16,-0.12479456567382813,MA
FC17,-0.06126685083007812,MA
FC18,0.06162458459472656,MA
