0,1,2
FC1,-0.019826500549316405,MA
FC2,-0.08585132543945312,MA
FC3,-0.09237521557617187,MA
FC4,-0.0223076845703125,MA
FC5,0.10298451293945313,MA
FC6,0.07281237329101563,MA
FC7,-0.3550562342529297,MA
FC8,0.13458410522460937,MA
FC9,0.0298083388671875,MA
FC10,-0.020312687561035155,MA
FC11,-0.08512900207519532,MA
FC12,-0.09325103430175781,MA
FC13,-0.0179423427734375,MA
FC14,0.09909021221923828,MA
FC15,0.07341860925292969,MA
FC16,-0.35353049145507814,MA
FC17,0.13439338671875,MA
FC18,0.030637250244140626,MA
